path, type, name, display, slot, race
Assets/UMA/Examples/DNAConverterController Examples/Assets/Recipes/WardrobeRecipes/MakeMeFatJeans.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MakeMeFatJeans, MakeMeFatJeans, Legs, HumanMale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe1/Recipes/FemaleDancer1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleDancer1, , FullOutfit, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe1/Recipes/ToonCropTShirt1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonCropTShirt1, , Chest, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe1/Recipes/ToonFemaleUnderwear1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonFemaleUnderwear1, , Underwear, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe1/Recipes/ToonHair1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonHair1, , Hair, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe1/Recipes/ToonHotPants1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonHotPants1, , Legs, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe2/Recipes/FemaleStarDancer1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleStarDancer1, , FullOutfit, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe2/Recipes/ToonCapriPants1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonCapriPants1, , Legs, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe2/Recipes/ToonFancyFlats1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonFancyFlats1, , Feet, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonFemale/Wardrobe2/Recipes/ToonHalterNeck1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonHalterNeck1, , Chest, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonShared/Wardrobe1/Recipes/ToonSneakers1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonSneakers1, , Feet, ToonFemale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/ToonShared/Wardrobe1/Recipes/ToonSneakers1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ToonSneakers1, , Feet, ToonMale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/UnityChallengerArmorSet/Recipes/MaleChallengerBoots.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleChallengerBoots, , Feet, HumanMaleDCS
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/UnityChallengerArmorSet/Recipes/MaleChallengerBoots.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleChallengerBoots, , Feet, HumanMale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/UnityChallengerArmorSet/Recipes/MaleChallengerGloves.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleChallengerGloves, , Hands, HumanMaleDCS
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/UnityChallengerArmorSet/Recipes/MaleChallengerGloves.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleChallengerGloves, , Hands, HumanMale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/UnityChallengerArmorSet/Recipes/MaleChallengerShouderPads.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleChallengerShouderPads, , Shoulders, HumanMaleDCS
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/UnityChallengerArmorSet/Recipes/MaleChallengerShouderPads.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleChallengerShouderPads, , Shoulders, HumanMale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/UnityChallengerArmorSet/Recipes/MaleChallengerTorso.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleChallengerTorso, , Chest, HumanMaleDCS
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/UnityChallengerArmorSet/Recipes/MaleChallengerTorso.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleChallengerTorso, , Chest, HumanMale
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/DemoAssetBundles/Werewolf/Wardrobe1/Recipes/WerewolfTShirt.asset, UMA.CharacterSystem.UMAWardrobeRecipe, WerewolfTShirt, , Chest, Werewolf
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/SkyCar/Recipes/AntennaRecipe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, AntennaRecipe, Antenna, Antenna, SkyCar
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/SkyCar/Recipes/SpoilerRecipe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, SpoilerRecipe, Spoiler, Spoiler, SkyCar
Assets/UMA/Examples/DynamicCharacterSystem Examples/Assets/SkyCar/Recipes/StripesRecipe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, StripesRecipe, Stripes, BodyOverlay, SkyCar
Assets/UMA/Examples/Physics Examples/Assets/Recipe/ClothRobeRecipe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ClothRobeRecipe, , Chest, HumanMale
Assets/UMA/Examples/Physics Examples/Assets/Recipe/ClothRobeRecipe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ClothRobeRecipe, , Chest, HumanMaleDCS
Assets/UMA/Examples/Physics Examples/Assets/Slots/BoneyTail/BoneyTail_Recipe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, BoneyTail_Recipe, BoneyTail, Hair, HumanFemale
